elevation,Flow_Accumulation,distance,slope
261.3439941,1732866,2834,0
261.3439941,1732863,2836,0
261.3439941,1732860,2838,0.003850834
261.3439941,1732777,2841,0.018537948
261.3779907,1732769,2843,0.025683243
261.5230103,1732751,2846,0.025683243
261.5920105,1732709,2848,0.020411787
261.5920105,1732595,2850,0.007145296
261.5920105,1732583,2853,0.006673923
261.5920105,1732517,2855,0.011444339
261.6619873,1732254,2858,0.016774536
261.7120056,1732248,2861,0.027958613
261.7539978,1732185,2863,0.024242278
261.8619995,1732147,2865,0.018576643
261.8760071,1732146,2867,0.036019469
261.8760071,1732145,2870,0.023714416
262.071991,1732052,2872,0.020504925
262.0910034,1732051,2875,
262.0910034,1732035,2877,
